,Unnamed: 0,movie_title,overview,genre
274,274,Loving Vincent,young man arriv last hometown painter vincent van gogh deliv troubl artist final letter end investig final day,"['Animation', 'Drama', 'History', 'Mystery']"
275,275,The Gold Rush,gold prospector alaska struggl surviv element win heart danc hall girl,"['Adventure', 'Comedy', 'Drama']"
276,276,Casino,early1970 la vega sam ace rothstein get tap boss head tangier casino first he s great success job year problem loosecannon enforc nicki santoro exhustl wife ginger conartist ex lester diamond hand corrupt politician put sam everincreas danger,"['Crime', 'Drama', 'History']"
277,277,The Deer Hunter,group workingclass friend decid enlist armi vietnam war find hellish chao nobl ventur imagin left steven marri pregnant girlfriend michael nick love woman three differ men upon return,"['Drama', 'War']"
278,278,In a Heartbeat,closet boy run risk out heart pop chest chase boy dream,"['Animation', 'Comedy', 'Romance']"
279,279,Roma città aperta,nazi occup rome 1944 leader resist chase nazi seek refug way escap,"['Drama', 'History', 'War']"
280,280,天気の子,summer high school freshman year hodaka run away remot island home tokyo quickli find push financi person limit weather unusu gloomi raini everi day take cue life mani day solitud final find work freelanc writer mysteri occult magazin one day hodaka meet hina busi street corner bright strongwil girl possess strang wonder abil power stop rain clear sky,"['Animation', 'Drama', 'Fantasy', 'Romance']"
281,281,The Imitation Game,base real life stori legendari cryptanalyst alan ture film portray nailbit race time ture brilliant team codebreak britain topsecret govern code cypher school bletchley park darkest day world war ii,"['Drama', 'History', 'Thriller', 'War']"
282,282,Hachi: A Dog's Tale,drama base true stori colleg professor bond abandon dog take home,"['Drama', 'Family']"
283,283,Citizen Kane,newspap magnat charl foster kane taken mother boy made ward rich industrialist result everi wellmean tyrann selfdestruct move make rest life appear way reaction deepli wound event,"['Drama', 'Mystery']"
284,284,Song of the Sea,stori last seal child ’s journey home mother ’s disappear ben saoirs sent live granni citi resolv return home sea journey becom race time drawn world ben know mother ’s folktal bedtim stori fairi folk world far long soon becom clear ben saoirs key surviv,"['Animation', 'Family', 'Fantasy']"
285,285,Barry Lyndon,irish rogu use cun wit work way social class 18th centuri england transform humbl redmond barri nobl barri lyndon,"['Drama', 'Romance', 'War']"
286,286,The Circus,charli wander tramp becom circu handyman soon star show fall love circu owner stepdaught,"['Comedy', 'Romance']"
287,287,Ford v Ferrari,american car design carrol shelbi britishborn driver ken mile work togeth battl corpor interfer law physic person demon build revolutionari race car ford motor compani take domin race car enzo ferrari 24 hour le man franc 1966,"['Action', 'Drama', 'History']"
288,288,Flipped,juli meet bryce second grade know true love spend six year tri convinc bryce she s readi give start reconsid,"['Drama', 'Romance']"
289,289,পথের পাঁচালী,impoverish priest harihar ray dream better life famili leav rural bengal villag search work,['Drama']
290,290,To Kill a Mockingbird,scout finch 6 older brother jem live sleepi maycomb alabama spend much time friend dill spi reclus mysteri neighbor boo radley atticu widow father respect lawyer defend black man name tom robinson fabric rape charg trial tangent event expos children evil racism stereotyp,['Drama']
291,291,Paperman,urban offic worker find paper airplan instrument meet girl way never expect,"['Animation', 'Family', 'Romance']"
292,292,愛のむきだし,stori teenag boy name yu fall yoko girl run work upskirt photograph offshoot porn industri attempt woo complic spot crossdress – convinc yoko lesbian – dallianc kungfu crime constant struggl guilt that s legaci cathol upbring,"['Action', 'Comedy', 'Drama', 'Romance']"
293,293,El secreto de sus ojos,hope put rest year uneas concern past case retir crimin investig benjamín begin write novel base unsolv mysteri newlyw ’s rape murder help former colleagu judg iren attempt make sens past,"['Drama', 'Mystery', 'Thriller']"
294,294,तारे ज़मीन पर,ishaan awasthi eightyearold whose world fill wonder one els seem appreci colour fish dog kite do nt seem import adult much interest thing like homework mark neat ishaan can not seem get anyth right class sent board school life chang forev,['Drama']
295,295,Höstsonaten,sevenyear absenc charlott andergast travel sweden reunit daughter eva pair troubl relationship charlott sacrif respons motherhood career classic pianist emot night pair reopen wound past charlott get anoth shock find mental impair daughter helena asylum live eva,['Drama']
296,296,Lawrence of Arabia,stori british offic te lawrenc mission aid arab tribe revolt ottoman empir first world war lawrenc becom flamboy messian figur caus arab uniti psycholog instabl threaten undermin achiev,"['Adventure', 'History', 'War']"
297,297,La Passion de Jeanne d'Arc,classic silent age film tell stori doom ultim canon 15thcenturi teenag warrior trial claim shed spoken god jeann darc subject inhuman treatment scare tactic hand church court offici initi bulli chang stori jeann eventu opt see truth punish famous brutal execut earn perpetu martyrdom,"['Drama', 'History']"
298,298,Culpa mía,noah must leav citi boyfriend friend move william leister mansion flashi wealthi husband mother rafaela proud independ 17 year old noah resist live mansion surround luxuri howev meet nick new stepbroth clash strong person becom evid begin,"['Drama', 'Romance']"
299,299,Pink Floyd: The Wall,troubl rock star descend mad midst physic social isol everyon,"['Drama', 'Music']"
300,300,すずめの戸締まり,suzum 17 lost mother littl girl way school meet mysteri young man curios unleash calam endang entir popul japan suzum embark journey set thing right,"['Adventure', 'Animation', 'Drama', 'Fantasy']"
301,301,3 Idiots,rascal joker dreamer geniu you ve never met colleg student quit like rancho moment arriv india prestigi univers rancho outlandish scheme turn campu upsid down — along live two newfound best friend togeth make life miser viru school ’s uptight heartless dean rancho catch eye dean daughter viru set sight flunk 3 idiot,"['Comedy', 'Drama']"
302,302,Kill Bill: The Whole Bloody Affair,assassin shot almost kill ruthless employ bill member assassin circl – live plot vengeanc kill bill whole bloodi affair complet edit twopart martial art action film kill bill vol 1 kill bill vol 2 film origin schedul releas one part howev due film 4 hour run time split two part,"['Action', 'Crime', 'Thriller']"
303,303,Gran Torino,disgruntl korean war veteran walt kowalski set reform neighbor thao lor hmong teenag tri steal kowalski prize possess 1972 gran torino,['Drama']
304,304,重慶森林,two melanchol hong kong policemen fall love one mysteri underworld figur beauti ether server latenight restaur,"['Comedy', 'Drama', 'Romance']"
305,305,1917,height first world war two young british soldier must cross enemi territori deliv messag stop deadli attack hundr soldier,"['Action', 'Drama', 'War']"
306,306,Bohemian Rhapsody,singer freddi mercuri guitarist brian may drummer roger taylor bass guitarist john deacon take music world storm form rock n roll band queen 1970 hit song becom instant classic mercuri increasingli wild lifestyl start spiral control queen soon face greatest challeng yet – find way keep band togeth amid success excess,"['Drama', 'Music']"
307,307,Le notti di Cabiria,rome 1957 woman cabiria rob left drown boyfriend giorgio rescu resum life tri best find happi cynic world even think struggl found happi content thing may seem,['Drama']
308,308,태극기 휘날리며,two brother forc fight korean war elder decid take riskiest mission help shield younger battl,"['Action', 'Adventure', 'Drama', 'History', 'War']"
309,309,김씨 표류기,mr kim jobless lost debt dump girlfriend decid end jump han river find wash small midriv island soon abandon thought suicid rescu begin new life castaway antic catch attent young woman whose apart overlook river discoveri chang live,"['Comedy', 'Drama', 'Romance']"
310,310,Дерсу Узала,militari explor meet befriend goldi man russia ’s unmap forest deep abid bond evolv two men one civil usual sens home glacial siberian wood,"['Action', 'Adventure', 'Drama']"
311,311,North by Northwest,advertis man roger thornhil mistaken spi trigger deadli crosscountri chase,"['Adventure', 'Mystery', 'Thriller']"
312,312,Nobody,hutch mansel suburban dad overlook husband noth neighbor — nobodi two thiev break home one night hutch unknown longsimm rage ignit propel brutal path uncov dark secret fought leav behind,"['Action', 'Thriller']"
313,313,Guardians of the Galaxy Vol. 3,peter quill still reel loss gamora must ralli team around defend univers along protect one mission complet success could quit possibl lead end guardian know,"['Action', 'Adventure', 'Science Fiction']"
314,314,Зеркало,die man forti recal childhood mother war person moment tell juxtapos pivot moment soviet histori daili life,"['Drama', 'History']"
315,315,Catch Me If You Can,true stori frank abagnal jr 19th birthday success con million dollar worth check pan pilot doctor legal prosecutor fbi agent make mission put behind bar frank elud captur revel pursuit,"['Crime', 'Drama']"
316,316,기억의 밤,seoul south korea 1997 young extrem anxiou student jinseok parent success older brother yooseok move new home mysteri frighten event begin happen around unexplain event threaten ruin seemingli happi live unabl understand happen jinseok wonder lose mind,"['Crime', 'Mystery', 'Thriller']"
317,317,Spider-Man: No Way Home,peter parker unmask longer abl separ normal life highstak superhero ask help doctor strang stake becom even danger forc discov truli mean spiderman,"['Action', 'Adventure', 'Science Fiction']"
318,318,天空の城ラピュタ,young boy girl magic crystal must race pirat foreign agent search legendari float castl,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Romance']"
319,319,Toy Story,led woodi andi toy live happili room andi birthday bring buzz lightyear onto scene afraid lose place andi heart woodi plot buzz circumst separ buzz woodi owner duo eventu learn put asid differ,"['Adventure', 'Animation', 'Comedy', 'Family']"
320,320,No Manches Frida 2,seemingli reform excon zequi marri love life lovabl nerdi luci wed day jitter turn fullblown fiasco luci call meanwhil school find deep troubl gang head water compet tournament live they re seasid luci run high school sweetheart mario coach oppos squad zequi find rival one competit pull stop wrangl rowdi kid win luci back case wa nt enough save school shut lead frida high victori,['Comedy']
321,321,雨月物語,16th centuri japan peasant genjuro tobei sell earthenwar pot group soldier nearbi villag defianc local sage warn seek profit warfar genjuro pursuit rich mysteri ladi wakasa well tobei desir becom samurai run risk destroy wive miyagi ohama,"['Drama', 'Fantasy', 'Mystery']"
322,322,Trainspotting,heroin addict mark renton stumbl bad idea sobrieti attempt unreli friend sick boy begbi spud tommi also underag girlfriend dian along ride clean move edinburgh london mark find ca nt escap life left behind begbi show front door lam scheme sick boy follow,"['Crime', 'Drama']"
323,323,Kill Bill: Vol. 1,assassin shot ruthless employ bill member assassin circl – live plot vengeanc,"['Action', 'Crime']"
324,324,Kitbull,unlik connect spark two creatur fierc independ stray kitten pit bull togeth experi friendship first time,"['Animation', 'Drama', 'Family']"
325,325,The Treasure of the Sierra Madre,fred c dobb bob curtin luck tampico mexico 1925 meet grizzl prospector name howard decid join search gold wild central mexico enorm difficulti eventu succeed find gold bandit element especi greed threaten turn success disast,"['Adventure', 'Drama', 'Western']"
326,326,Before Sunrise,young man woman meet train europ wind spend one even togeth vienna unfortun know probabl night togeth,"['Drama', 'Romance']"
327,327,バケモノの子,kyuta boy live shibuya kumatetsu lonesom beast jutengai imaginari world one day kyuta foray imaginari world he s look way back meet kumatetsu becom spirit guid encount lead mani adventur,"['Action', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']"
328,328,The Red Shoes,classic drama vicki page aspir ballerina torn dedic danc desir love imperi instructor bori lermontov urg forget anyth ballet vicki begin fall charm young compos julian craster eventu vicki great emot stress must choos pursu either art romanc decis carri seriou consequ,"['Drama', 'Romance']"
329,329,誰も知らない,small tokyo apart twelveyearold akira must care younger sibl mother leav show sign return,['Drama']
330,330,Tel chi el telùn,comedi show,['Comedy']
331,331,Tre uomini e una gamba,friend aldo giovanni giacomo travel north south giacomo wed carri preciou item father bride tyrann rich man boss fatherinlaw also aldo giovanni marri daughter entrust wooden leg work famou artist,['Comedy']
332,332,Where Hands Touch,germani 1944 leyna 15year old daughter white german mother black african father meet lutz compassion member hitler youth whose father promin nazi soldier form unlik connect quickli chang world,"['Drama', 'Romance', 'War']"
333,333,Летят журавли,veronika bori come togeth moscow shortli world war ii walk along river watch crane fli overhead promis rendezv bori leav fight bori miss meet front line veronika wait patient send letter faith hous bomb veronika move bori famili compani cousin intent,"['Drama', 'Romance', 'War']"
334,334,Rope,two men murder man cold blood thrill invit parent celebr prove commit perfect crime also deal former schoolmast becom suspici,"['Crime', 'Drama', 'Thriller']"
335,335,Gone with the Wind,spoil daughter georgia plantat owner conduct tumultu romanc cynic profit american civil war reconstruct era,"['Drama', 'Romance', 'War']"
336,336,L'Armée des ombres,betray inform philipp gerbier find trap tortur nazi prison camp though gerbier escap rejoin resist occupi marseil franc exact reveng inform must continu quiet seemingli endless battl nazi atmospher tension paranoia distrust,"['Drama', 'History', 'War']"
337,337,The General,america ’s civil war union spi steal engin johnni gray belov locomot gener — with johnni ladi love aboard attach boxcar — and singlehandedli must power get gener back rescu annabel,"['Action', 'Adventure', 'Comedy']"
338,338,Иван Васильевич меняет профессию,scientist build time machin accident send apart complex manag petti burglar 16th centuri moscow tsar ivan terribl travel 1973,"['Comedy', 'Science Fiction']"
339,339,Up,carl fredricksen spent entir life dream explor globe experienc life fullest age 78 life seem pass twist fate persist 8year old wilder explor name russel give new leas life,"['Adventure', 'Animation', 'Comedy', 'Family']"
340,340,Babamın Kemanı,share grief connect music orphan girl bond emot aloof success violinist uncl,"['Drama', 'Music']"
341,341,Million Dollar Baby,despond pain estrang daughter trainer franki dunn is nt prepar boxer maggi fitzgerald enter life maggi determin go pro convinc dunn cohort help,['Drama']
342,342,The Sixth Sense,follow unexpect tragedi child psychologist malcolm crow meet nine year old boy name cole sear hide dark secret,"['Drama', 'Mystery', 'Thriller']"
343,343,隠し砦の三悪人,feudal japan bloodi war clan two cowardli greedi peasant soldier defeat armi stumbl upon mysteri man guid fortress hidden mountain,"['Action', 'Adventure', 'Drama']"
344,344,Das Cabinet des Dr. Caligari,franci young man recal memori horribl experi fiancé jane recent went franci friend alan visit cabinet dr caligari exhibit mysteri doctor show somnambulist cesar awaken moment deathlik sleep,"['Crime', 'Drama', 'Horror', 'Thriller']"
345,345,Jurassic Park,wealthi entrepreneur secretli creat theme park featur live dinosaur drawn prehistor dna open day invit team expert two eager grandchildren experi park help calm anxiou investor howev park anyth amus secur system go offlin dinosaur escap,"['Adventure', 'Science Fiction']"
346,346,CODA,coda child deaf adult rubi hear person deaf famili famili fish busi threaten rubi find torn pursu love music fear abandon parent,"['Drama', 'Music', 'Romance']"
347,347,El ángel exterminador,lavish dinner parti guest find mysteri unabl leav room,"['Comedy', 'Drama', 'Fantasy']"
348,348,Hoje Eu Quero Voltar Sozinho,leonardo blind teenag deal overprotect mother tri live independ life disappoint best friend giovana plan go exchang program abroad gabriel new student town arriv classroom new feel blossom leonardo make question plan,"['Drama', 'Romance']"
349,349,7번방의 선물,stori mental ill man wrong imprison murder relationship 6 year old daughter,"['Comedy', 'Drama']"
350,350,AKIRA,secret militari project endang neotokyo turn biker gang member rampag psychic psychopath two teenag group psychic stop,"['Action', 'Animation', 'Science Fiction']"
351,351,12 Years a Slave,precivil war unit state solomon northup free black man upstat new york abduct sold slaveri face cruelti well unexpect kind solomon struggl stay aliv retain digniti twelfth year unforgett odyssey solomon ’s chanc meet canadian abolitionist forev alter life,"['Drama', 'History']"
352,352,Raging Bull,life boxer jake lamotta whose violenc temper led top ring destroy life outsid,['Drama']
353,353,The Great Escape,nazi exasper number escap prison camp rel small number alli prison reloc highsecur escapeproof camp sit remaind war undaunt prison plan one ambiti escap attempt world war ii base true stori,"['Adventure', 'Drama', 'History', 'Thriller', 'War']"
354,354,哪吒之魔童降世,primu extract mix yuan bead spirit seed demon pill spirit seed reincarn human help king zhou establish new dynasti wherea demon pill creat devil threaten human ne zha one destin hero instead becom devil incarn spirit seed demon pill switch,"['Adventure', 'Animation', 'Fantasy']"
355,355,思い出のマーニー,upon sent live rel countrysid due ill emot distant adolesc girl becom obsess abandon mansion infatu girl live girl may may real,"['Animation', 'Drama']"
356,356,Limelight,fade music hall comedian tri help despond ballet dancer learn walk feel confid life,"['Drama', 'Music', 'Romance']"
357,357,Viskningar och rop,agn slowli die cancer sister deepli immers psychic pain ca nt offer support need maria wrack guilt husband attempt suicid caus discoveri extramarit affair selfloath suicid karin seem regard sister revuls anna deepli religi maid lost young child seem abl offer agn solac empathi,['Drama']
358,358,椿三十郎,toshiro mifun swagger snarl brilliant comic effect kurosawa tightli pace beauti compos sanjuro companion piec sequel yojimbo jade samurai sanjuro help idealist group young warrior weed clan evil influenc process turn imag proper samurai ear,"['Action', 'Comedy', 'Drama']"
359,359,Le Voyage dans la Lune,professor barbenfouilli five colleagu academi astronomi travel moon aboard rocket propel giant cannon lunar surfac bold explor face mani peril hidden cave mysteri planet,"['Adventure', 'Science Fiction']"
360,360,Braveheart,enrag slaughter murron new bride childhood love scottish warrior william wallac slay platoon local english lord soldier lead villag revolt eventu entir countri rise english rule,"['Action', 'Drama', 'History', 'War']"
361,361,La notte,day life unfaith marri coupl steadili deterior relationship milan,"['Drama', 'Romance']"
362,362,No Country for Old Men,llewelyn moss stumbl upon dead bodi 2 million hoard heroin texa desert method killer anton chigurh come look local sheriff ed tom bell hot trail role prey predat blur violent pursuit money justic collid,"['Crime', 'Drama', 'Thriller']"
363,363,On the Waterfront,dimwit yet kindheart boxer terri malloy fail succeed unintent lure man death trick crimin call johnni friendli whose men pick everi man courag speak crime work waterfront friendli own sent church meet run good preacher deal problem run dead man ’s sister slowli fall love begin feel guilt crime,"['Crime', 'Drama', 'Romance']"
364,364,Aliens,ripley sole survivor nostromo deadli encount monstrou alien return earth drift space hypersleep 57 year although stori initi met skeptic agre accompani team coloni marin back lv426,"['Action', 'Science Fiction', 'Thriller']"
365,365,Blade Runner,smogchok dystopian lo angel 2019 blade runner rick deckard call retir termin quartet replic escap earth seek creator way extend short life span,"['Drama', 'Science Fiction', 'Thriller']"
366,366,この世界の片隅に,japan 1943 world war ii young suzu leav villag near hiroshima marri live inlaw kure militari harbor creativ overcom depriv quickli make indispens home inhabit ancestr wisdom suzu impregn simpl gestur everyday life poetri beauti mani hardship loss love one frequent air raid enemi noth alter enthusiasm …,"['Animation', 'Drama', 'History', 'Romance', 'War']"
367,367,Il postino,simpl italian postman learn love poetri deliv mail famou poet use woo local beauti beatric,"['Comedy', 'Drama', 'Romance']"
368,368,The Third Man,postwar vienna austria holli martin writer pulp western arriv penniless guest childhood chum harri lime learn die martin develop conspiraci theori learn third man present time harri death run interfer british offic major calloway fall headoverheel harri griefstricken lover anna,"['Mystery', 'Thriller']"
369,369,風の谷のナウシカ,global war seasid kingdom known valley wind remain one last stronghold earth untouch poison jungl power insect guard led courag princess nausicaä peopl valley engag epic struggl restor bond human earth,"['Adventure', 'Animation', 'Fantasy']"
370,370,Un condamné à mort s'est échappé,captur french resist fighter world war ii engin daunt escap prison,"['Drama', 'Thriller']"
371,371,The Iron Giant,small town rockwel main octob 1957 giant metal machin befriend nineyearold boy ultim find human unselfishli save peopl fear prejudic,"['Adventure', 'Animation', 'Family', 'Science Fiction']"
372,372,Ron's Gone Wrong,world walk talk digit connect bot becom children best friend 11yearold find robot buddi doe nt quit work other,"['Animation', 'Comedy', 'Family', 'Science Fiction']"
373,373,Dallas Buyers Club,loos base truelif tale ron woodroof drugtak womenlov homophob man 1986 diagnos hivaid given thirti day live,"['Drama', 'History']"
374,374,大红灯笼高高挂,1920 china nineteen year old songlian forc marri much older lord power famili three wive alreadi live separ chamber mansion constantli play mind game attent songlian join fierc competit slowli uncov dark truth lie within gild cage,['Drama']
375,375,GHOST IN THE SHELL,year 2029 barrier world broken net cybernet bring new vulner human form brainhack highlyw hacker known puppetmast begin involv polit section 9 group cybernet enhanc cop call investig stop puppetmast,"['Action', 'Animation', 'Science Fiction']"
376,376,Trois couleurs : Rouge,valentin student model geneva struggl possess boyfriend troubl famili run dog discov owner retir judg illeg wiretap eavesdrop neighbor phone call although valentin outrag develop strang bond judg – two becom closer find caught middl event could chang life,"['Drama', 'Mystery', 'Romance']"
377,377,Nimona,knight frame tragic crime team scrappi shapeshift teen prove innoc,"['Adventure', 'Animation', 'Family', 'Fantasy']"
378,378,दंगल,dangal extraordinari true stori base life mahavir singh two daughter geeta babita phogat film trace inspir journey father train daughter becom world class wrestler,"['Action', 'Comedy', 'Drama', 'Family']"
379,379,耳をすませば,shizuku live simpl life domin love stori write one day notic librari book previous check person seiji amasawa,"['Animation', 'Drama', 'Family']"
380,380,What Ever Happened to Baby Jane?,former child star torment parapleg sister decay hollywood mansion,"['Drama', 'Horror', 'Thriller']"
381,381,Wish Dragon,determin teen din long reconnect childhood best friend meet wishgrant dragon show magic possibl,"['Animation', 'Comedy', 'Family', 'Fantasy']"
382,382,蜘蛛巣城,return lord castl samurai warrior washizu miki waylaid spirit predict futur first part spirit propheci come true washizu scheme wife asaji press speed rest spirit propheci murder lord usurp place director akira kurosawa reset william shakespear macbeth feudal japan one acclaim film,"['Drama', 'History']"
383,383,PERFECT DAYS,hirayama content life toilet cleaner tokyo outsid structur routin cherish music cassett tape book take photo tree unexpect encount reflect find beauti world,['Drama']
384,384,La strada,gelsomina naïv young woman purchas impoverish mother brutish circu strongman zampanò wife partner loyal endur husband cold abus travel italian countrysid perform togeth soon zampanò must deal jealousi conflict feel gelsomina find kindr spirit il matto carefre circu fool contempl leav zampanò,['Drama']
385,385,Me Before You,small town girl caught deadend job highprofil success man becom wheelchair bound follow accid man decid life worth live girl hire six month new caretak world apart trap togeth circumst two get rocki start girl becom determin prove man life worth live embark seri adventur togeth find world chang way neither could begin imagin,"['Drama', 'Romance']"
386,386,"Batman: The Dark Knight Returns, Part 2",batman stop reign terror mutant cast upon citi old foe want reunion govern want man steel put stop batman,"['Action', 'Animation', 'Mystery', 'Science Fiction']"
387,387,Raiders of the Lost Ark,dr indiana jone – tweedsuit professor happen celebr archaeologist – hire govern locat legendari ark coven find entir nazi regim,"['Action', 'Adventure']"
388,388,"Argentina, 1985",1980 team lawyer take head argentina bloodi militari dictatorship battl odd race time,"['Crime', 'Drama', 'History']"
389,389,بچه‌های آسمان,zohr shoe gone older brother ali lost poor shoe zohr come idea share one pair shoe school await,"['Drama', 'Family']"
390,390,La Grande Vadrouille,world war ii two french civilian down british bomber crew set pari cross demarc line nazioccupi northern franc south abl escap england first must avoid german troop consequ blunder,"['Comedy', 'War']"
391,391,The Boy Who Harnessed the Wind,odd thirteen year old boy malawi invent unconvent way save famili villag famin,"['Drama', 'Family', 'History']"
392,392,Chinatown,privat eye jake gitt live murki moral climat sunbak preworld war ii southern california hire beauti socialit investig husband extramarit affair gitt swept maelstrom doubl deal deadli deceit uncov web person polit scandal come crash togeth,"['Crime', 'Drama', 'Mystery', 'Thriller']"
393,393,Inside Out,adventur balloon ride cloud monsterfil metropoli academi award ® win director pete docter “ monster inc ” “ up ” taken audienc uniqu imagin place disney pixar ’s origin movi “ insid out ” take us extraordinari locat all — insid mind,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']"
394,394,About Time,night anoth unsatisfactori new year parti tim father tell son men famili alway abil travel time ca nt chang histori chang happen happen live thu begin start lesson learn appreci life come importantli peopl live alongsid us,"['Drama', 'Fantasy', 'Romance']"
395,395,The Cameraman,photograph take newsreel shoot impress secretari,"['Comedy', 'Drama', 'Romance']"
396,396,霸王别姬,abandon prostitut mother 1920 douzi rais theater troup meet shitou follow year two develop act entitl farewel concubin bring fame fortun shitou marri juxian douzi becom jealou begin act duo explos breakup tragic fall take root,['Drama']
397,397,Harry Potter and the Philosopher's Stone,harri potter live stair aunt uncl hous whole life 11th birthday learn he s power wizard — with place wait hogwart school witchcraft wizardri learn har newfound power help school kindli headmast harri uncov truth parent death — and villain who s blame,"['Adventure', 'Fantasy']"
398,398,Rebecca,stori young woman marri fascin widow find must live shadow former wife rebecca die mysteri sever year earlier young wife must come grip terribl secret handsom cold husband max de winter must also deal jealou obsess mr danver housekeep accept mistress hous,"['Drama', 'Mystery', 'Romance', 'Thriller']"
399,399,Unforgiven,william munni retir onceruthless killer turn gentl widow hog farmer help support two motherless children accept one last bountyhunt mission find men brutal prostitut join former partner cocki greenhorn take corrupt sheriff,['Western']
400,400,Captain Fantastic,father live forest pacif northwest six young kid tri assimil back societi,"['Adventure', 'Drama']"
401,401,Mulan,save father certain death armi young woman secretli enlist place becom one china greatest heroin process,"['Adventure', 'Animation', 'Family']"
402,402,Freedom Writers,young teacher inspir class atrisk student learn toler appli pursu educ beyond high school,"['Crime', 'Drama']"
403,403,Heat,obsess master thief neil mccauley lead topnotch crew variou dare heist throughout lo angel determin detect vincent hanna pursu without rest man recogn respect abil dedic even though awar catandmous game may end violenc,"['Action', 'Crime', 'Drama']"
404,404,Rémi sans famille,age 10 year young rémi snatch adopt mother entrust signor vitali mysteri itiner musician hard side learn harsh life acrobat sing win bread accompani faith dog capi small monkey jolicoeur long trip franc made meet friendship mutual assist lead secret origin,"['Adventure', 'Drama', 'Family']"
405,405,The Mitchells vs. the Machines,quirki dysfunct famili road trip upend find middl robot apocalyps suddenli becom human unlikeliest last hope,"['Adventure', 'Animation', 'Comedy']"
406,406,A Street Cat Named Bob,jame bowen homeless busker recov drug addict life transform meet stray ginger cat,"['Drama', 'Family']"
407,407,خانه‌ی دوست کجاست؟,8 year old boy must return friend notebook took mistak lest friend punish expuls school,"['Drama', 'Family']"
408,408,東京ゴッドファーザーズ,christma eve three homeless peopl live street tokyo discov newborn babi among trash set find parent,"['Animation', 'Comedy', 'Drama']"
409,409,"Miraculous World : Shanghai, la légende de Ladydragon",school break marinett head shanghai meet adrien arriv marinett lose stuff includ miracul allow turn ladybug,"['Action', 'Animation', 'Fantasy', 'TV Movie']"
410,410,Persepolis,1970 iran marjan marji statrapi watch event young eye idealist famili long dream fulfil hate shah defeat iranian revolut 1979 howev marji grow wit first hand new iran rule islam fundamentalist becom repress tyranni,"['Animation', 'Drama']"
411,411,Le Fabuleux Destin d'Amélie Poulain,tini parisian café ador yet pain shi améli accident discov gift help other soon ameli spend day matchmak guardian angel allaround dogood bump handsom stranger find courag becom star love stori,"['Comedy', 'Romance']"
412,412,Guardians of the Galaxy,light year earth 26 year abduct peter quill find prime target manhunt discov orb want ronan accus,"['Action', 'Adventure', 'Science Fiction']"
413,413,Amarcord,italian seasid town young titta get troubl friend watch variou local eccentr engag often absurd behavior frequent clash stern father defend dote mother titta wit action wide rang charact extend famili fascist loyalist sensual women certain moment shift fantast scenario,"['Comedy', 'Drama']"
414,414,Poor Things,brought back life unorthodox scientist young woman run debauch lawyer whirlwind adventur across contin free prejudic time grow steadfast purpos stand equal liber,"['Comedy', 'Romance', 'Science Fiction']"
415,415,ドラゴンボール超 スーパーヒーロー,red ribbon armi evil organ destroy goku past reform group peopl creat new mightier android gamma 1 gamma 2 seek vengeanc goku famili,"['Action', 'Animation', 'Science Fiction']"
416,416,Finch,postapocalypt earth robot built protect life die creator belov dog learn life love friendship mean human,"['Adventure', 'Drama', 'Science Fiction']"
417,417,ฉลาดเกมส์โกง,lynn brilliant student help friend get grade need develop idea start much bigger examch busi,"['Comedy', 'Crime', 'Drama', 'Thriller']"
418,418,Titanic,101yearold rose dewitt bukat tell stori life aboard titan 84 year later young rose board ship mother fiancé meanwhil jack dawson fabrizio de rossi win thirdclass ticket aboard ship rose tell whole stori titan departur death — on first last voyag — on april 15 1912,"['Drama', 'Romance']"
419,419,Thirteen Lives,base true nailbit mission captiv world twelv boy coach thai soccer team explor tham luang cave unexpect rainstorm trap chamber insid mountain entomb behind maze flood cave tunnel face imposs odd team worldclass diver navig mile danger cave network discov find boy begin,"['Drama', 'Thriller']"
420,420,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,might deku accept invit go abroad float mobil manmad citi call iisland research quirk well hero supplement item special iexpo convent current held island time suddenli despit iron wall secur surround island system breach villain one abl stop student class 1a,"['Action', 'Adventure', 'Animation', 'Fantasy']"
421,421,Mamma Roma,year spent work prostitut italian villag middleag mamma roma save enough money buy fruit stand respect middleclass life reestablish contact 16yearold son abandon infant former pimp threaten expos sordid past troubl son seem destin fall life crime violenc,['Drama']
422,422,Charm City Kings,mous desper want join midnight cliqu infam baltimor dirt bike rider rule summertim street midnight ’s leader blax take 14yearold mous wing mous soon find torn straightandnarrow road fill fast money violenc,['Drama']
423,423,The Pursuit of Happyness,struggl salesman take custodi son he s pois begin lifechang profession career,['Drama']
424,424,La La Land,mia aspir actress serv latt movi star audit sebastian jazz musician scrape play cocktail parti gig dingi bar success mount face decis begin fray fragil fabric love affair dream work hard maintain threaten rip apart,"['Comedy', 'Drama', 'Music', 'Romance']"
425,425,Faust – Eine deutsche Volkssage,god satan war earth settl thing wager soul faust learn prayer alchemist,"['Drama', 'Fantasy', 'Horror']"
426,426,The Greatest Showman,stori american showman pt barnum founder circu becam famou travel ringl bro barnum bailey circu,['Drama']
